l2units_build.ps1	50	TP	-not (Test-Path -LiteralPath (Join-Path 'l2src' ([IO.Path]::GetFileNameWithoutExtension($_.Name) + '.lm1'))) || } | Sort-Object Name) || if ($units.Count -eq 0) { return @() }
l2units_build.ps1	64	TP	if (Test-Path -LiteralPath $header) { || $hdrDir = Join-Path $IncludeDirs[0] 'l2src' || New-Item -ItemType Directory -Force -Path $hdrDir | Out-Null
run_array_owned.ps1	8	TS	if ($pin -notmatch '^[0-9A-F]{64}$') { throw "L1_PIN.txt must hold one 64-hex SHA256, got 'pin=$pin'" } || if ((Get-FileHash -LiteralPath $compiler).Hash -ne $pin) { throw 'Stable compiler pin mismatch' } || $runId = (Get-Date -Format 'yyyyMMdd_HHmmss_fff') + '_' + [guid]::NewGuid().ToString('N').Substring(0,8)
run_array_owned.ps1	9	TS	if ((Get-FileHash -LiteralPath $compiler).Hash -ne $pin) { throw 'Stable compiler pin mismatch' } || $runId = (Get-Date -Format 'yyyyMMdd_HHmmss_fff') + '_' + [guid]::NewGuid().ToString('N').Substring(0,8) || $run = Join-Path $repo "build/codex/array_owned/$runId"
run_array_owned.ps1	21	TS	foreach ($source in $sources) { $hashes[$source] = (Get-FileHash -LiteralPath $source).Hash } || $gcc = (Get-Command gcc -ErrorAction Stop).Source || $nm = (Get-Command nm -ErrorAction Stop).Source
run_array_owned.ps1	25	TS	$evidence = [ordered]@{result='RUNNING'; compiler=$compiler; compilerSHA256=$pin; gcc=$gcc; gccSHA256=(Get-FileHash -LiteralPath $gcc).Hash; options=$flags; sources=$hashes; stages=@()} || function Invoke-ArrayStage([string]$Name, [string]$Tool, [string[]]$NativeArgs) { || $options = @{}
run_array_owned.ps1	31	SP	$process = Start-Process -FilePath $Tool @options -WorkingDirectory $baseline -WindowStyle Hidden -PassThru -RedirectStandardOutput $stdout -RedirectStandardError $stderr || $processHandle = $process.Handle || if (-not $process.WaitForExit(60000)) {
run_array_owned.ps1	73	TS	if ((Get-FileHash -LiteralPath $source).Hash -ne $hashes[$source]) { throw "Source changed: $source" } || } || if ((Get-FileHash -LiteralPath $compiler).Hash -ne $pin -or (Get-FileHash -LiteralPath $gcc).Hash -ne $evidence.gccSHA256) { throw 'Toolchain changed during verification' }
run_array_owned.ps1	75	TS	if ((Get-FileHash -LiteralPath $compiler).Hash -ne $pin -or (Get-FileHash -LiteralPath $gcc).Hash -ne $evidence.gccSHA256) { throw 'Toolchain changed during verification' } || $evidence.artifacts = @{} || Get-ChildItem -LiteralPath $run -Recurse -File | ForEach-Object { $evidence.artifacts[$_.FullName] = (Get-FileHash -LiteralPath $_.FullName).Hash }
run_array_owned.ps1	77	TS	Get-ChildItem -LiteralPath $run -Recurse -File | ForEach-Object { $evidence.artifacts[$_.FullName] = (Get-FileHash -LiteralPath $_.FullName).Hash } || $evidence.result = 'PASS' || } catch {
run_array_ref_owned.ps1	8	TS	if ($pin -notmatch '^[0-9A-F]{64}$') { throw "L1_PIN.txt must hold one 64-hex SHA256, got 'pin=$pin'" } || if ((Get-FileHash -LiteralPath $compiler).Hash -ne $pin) { throw 'Stable compiler pin mismatch' } || $runId = (Get-Date -Format 'yyyyMMdd_HHmmss_fff') + '_' + [guid]::NewGuid().ToString('N').Substring(0,8)
run_array_ref_owned.ps1	9	TS	if ((Get-FileHash -LiteralPath $compiler).Hash -ne $pin) { throw 'Stable compiler pin mismatch' } || $runId = (Get-Date -Format 'yyyyMMdd_HHmmss_fff') + '_' + [guid]::NewGuid().ToString('N').Substring(0,8) || $run = Join-Path $repo "build/codex/array_ref_owned/$runId"
run_array_ref_owned.ps1	21	TS	foreach ($source in $sources) { $hashes[$source] = (Get-FileHash -LiteralPath $source).Hash } || $gcc = (Get-Command gcc -ErrorAction Stop).Source || $nm = (Get-Command nm -ErrorAction Stop).Source
run_array_ref_owned.ps1	25	TS	$evidence = [ordered]@{result='RUNNING'; compiler=$compiler; compilerSHA256=$pin; gcc=$gcc; gccSHA256=(Get-FileHash -LiteralPath $gcc).Hash; options=$flags; sources=$hashes; stages=@()} || function Invoke-ArrayStage([string]$Name, [string]$Tool, [string[]]$NativeArgs) { || $options = @{}
run_array_ref_owned.ps1	31	SP	$process = Start-Process -FilePath $Tool @options -WorkingDirectory $baseline -WindowStyle Hidden -PassThru -RedirectStandardOutput $stdout -RedirectStandardError $stderr || $processHandle = $process.Handle || if (-not $process.WaitForExit(60000)) {
run_array_ref_owned.ps1	73	TS	if ((Get-FileHash -LiteralPath $source).Hash -ne $hashes[$source]) { throw "Source changed: $source" } || } || if ((Get-FileHash -LiteralPath $compiler).Hash -ne $pin -or (Get-FileHash -LiteralPath $gcc).Hash -ne $evidence.gccSHA256) { throw 'Toolchain changed during verification' }
run_array_ref_owned.ps1	75	TS	if ((Get-FileHash -LiteralPath $compiler).Hash -ne $pin -or (Get-FileHash -LiteralPath $gcc).Hash -ne $evidence.gccSHA256) { throw 'Toolchain changed during verification' } || $evidence.artifacts = @{} || Get-ChildItem -LiteralPath $run -Recurse -File | ForEach-Object { $evidence.artifacts[$_.FullName] = (Get-FileHash -LiteralPath $_.FullName).Hash }
run_array_ref_owned.ps1	77	TS	Get-ChildItem -LiteralPath $run -Recurse -File | ForEach-Object { $evidence.artifacts[$_.FullName] = (Get-FileHash -LiteralPath $_.FullName).Hash } || $evidence.result = 'PASS' || } catch {
run_candidate_c_scanners.ps1	15	TS	if ($pin -notmatch '^[0-9A-F]{64}$') { throw "L1_PIN.txt must hold one 64-hex SHA256, got 'pin=$pin'" } || if((Get-FileHash $l1trans).Hash -ne $pin) {throw 'Stable compiler pin mismatch'} || $run=Join-Path $repo ('build/codex/candidate_c_scanners/'+(Get-Date -Format 'yyyyMMdd_HHmmss_fff'))
run_candidate_c_scanners.ps1	16	TS	if((Get-FileHash $l1trans).Hash -ne $pin) {throw 'Stable compiler pin mismatch'} || $run=Join-Path $repo ('build/codex/candidate_c_scanners/'+(Get-Date -Format 'yyyyMMdd_HHmmss_fff')) || $sourceRoot=Join-Path $run 'source'
run_candidate_c_scanners.ps1	22	DOT	. (Join-Path $PSScriptRoot 'run_l2trans.ps1') -BuildOnly -OutputDirectory 'build/c_scanners_runtime' -TranslatorPath $l1trans || # Its object paths are relative to stg/l1_baseline; this gate compiles and || # links from inside its snapshot, so make them rooted.
run_candidate_c_scanners.ps1	31	TS	foreach($obj in $objects){$runtimeObjectHashes[$obj]=(Get-FileHash $obj).Hash} || # Build the current frontend with the pinned stable L1 compiler. || $currentL2C=Join-Path $run 'l2trans.current.c'
run_candidate_c_scanners.ps1	55	TS	$evidence=[ordered]@{result='FAIL';stages=@();compiler=$l1trans;compilerSHA256=$pin;l2Compiler=$l2exe;coreCommit=((git -C $repo rev-parse HEAD) -join '');currentL2TranslatorSourceSHA256=(Get-FileHash (Join-Path $PSScriptRoot 'l2trans.lm1')).Hash;sources=@{};reusedObjects=$runtimeObjectHashes} || $inputs=@('parser_c_quoted.lm2','parser_c_surface.lm2','parser_text_predicates.lm2','parser_position.lm2','parser_c_quote_diagnostics.lm2','parser_python_string.lm2','parser_python_diagnostics.lm2','parser_quoted_diagnostics.lm2','parser_dash_fence.lm2','parser_matching_paren.lm2','parser_matching_bracket.lm2','lmx.h','lmx_message.h','lmx_array_ref_owned.h.lm1','tests/l2_c_scanners_parse_driver.lm1','run_candidate_c_scanners.ps1') || foreach($file in $inputs){
run_candidate_c_scanners.ps1	60	TS	$evidence.sources[$src]=(Get-FileHash $src).Hash || } || foreach($file in @('parser.lm1','parser_text.lm1','own.lm1')){
run_candidate_c_scanners.ps1	64	TS	$evidence.sources[$src]=(Get-FileHash $src).Hash || if((Get-FileHash (Join-Path $work "l1src/$file")).Hash -ne $evidence.sources[$src]){throw "Frozen source drift $file"} || }
run_candidate_c_scanners.ps1	65	TS	if((Get-FileHash (Join-Path $work "l1src/$file")).Hash -ne $evidence.sources[$src]){throw "Frozen source drift $file"} || } || function Check([string]$name){
run_candidate_c_scanners.ps1	255	TS	if($cached.compilerSHA256 -ne $pin){throw 'Oracle cache profile changed'} || foreach($source in $cached.sources.PSObject.Properties){ || if($source.Name -match '[\\/]l1src[\\/]' -and (Get-FileHash $source.Name).Hash -ne $source.Value){throw 'Oracle cache frozen source changed'}
run_candidate_c_scanners.ps1	257	TS	if($source.Name -match '[\\/]l1src[\\/]' -and (Get-FileHash $source.Name).Hash -ne $source.Value){throw 'Oracle cache frozen source changed'} || } || $cachedRoot=Join-Path (Split-Path -Parent $OracleEvidence) 'source/stg/l1_baseline'
run_candidate_c_scanners.ps1	265	TS	if((Get-FileHash $artifact).Hash -ne $cached.artifacts.$artifact){throw 'Oracle cache artifact changed'} || Copy-Item -LiteralPath $artifact -Destination "$out/parser_oracle.$ext" || }
run_candidate_c_scanners.ps1	335	TS	Get-ChildItem (Join-Path $work $out) -File -Recurse | ForEach-Object{$evidence.artifacts[$_.FullName]=(Get-FileHash $_.FullName).Hash} || foreach($obj in $objects){if((Get-FileHash $obj).Hash -ne $runtimeObjectHashes[$obj]){throw "Changed reused object $obj"}} || $evidence | ConvertTo-Json -Depth 7 | Set-Content "$run/evidence.json" -Encoding utf8
run_candidate_c_scanners.ps1	336	TS	foreach($obj in $objects){if((Get-FileHash $obj).Hash -ne $runtimeObjectHashes[$obj]){throw "Changed reused object $obj"}} || $evidence | ConvertTo-Json -Depth 7 | Set-Content "$run/evidence.json" -Encoding utf8 || Write-Output "Candidate scanner evidence: $run result=$($evidence.result)"
run_candidate_indent.ps1	33	TP	if (-not (Test-Path -LiteralPath $sourceLm1)) { throw "missing $sourceLm1 (translate $sourceBase.lm2 first)" } || $text = [System.IO.File]::ReadAllText((Resolve-L2Path $sourceLm1)).Replace("`r`n", "`n") || if ($text -notmatch '(?m)^external:' -or $text -notmatch '@: Lmx unit 0') { throw "$sourceBase lm1 missing generated entry" }
run_candidate_indent.ps1	109	TS	$frozenHash = (Get-FileHash -Algorithm SHA256 $frozenParser).Hash || $headParser = (git -C (Resolve-L2Path "..\..") rev-parse "HEAD:stg/l1_baseline/l1src/parser.lm1").Trim() || $workParser = (git -C (Resolve-L2Path "..\..") hash-object "stg/l1_baseline/l1src/parser.lm1").Trim()
run_candidate_indent.ps1	167	TP	if (-not (Test-Path -LiteralPath $indentLm1)) { throw "missing $indentLm1 (run Invoke-IndentStack first)" } || $ilm1 = [System.IO.File]::ReadAllText((Resolve-L2Path $indentLm1)).Replace("`r`n", "`n") || if ($ilm1 -notmatch '(?m)^external:') { throw "indent lm1 missing external" }
run_candidate_indent.ps1	224	TP	if (-not (Test-Path -LiteralPath $layLm1)) { throw "missing $layLm1 (run Invoke-ScanLayoutPrefix first)" } || $llm1 = [System.IO.File]::ReadAllText((Resolve-L2Path $layLm1)).Replace("`r`n", "`n") || if ($llm1 -notmatch '(?m)^external:') { throw "layout lm1 missing external" }
run_candidate_indent.ps1	264	TP	if (-not (Test-Path -LiteralPath $regLm1)) { throw "missing $regLm1 (translate parser_registry_compact.lm2 first)" } || $rlm1 = [System.IO.File]::ReadAllText((Resolve-L2Path $regLm1)).Replace("`r`n", "`n") || if ($rlm1 -notmatch '(?m)^external:' -or $rlm1 -notmatch '@: Lmx unit 0') { throw "registry compact lm1 missing generated entry" }
run_candidate_indent.ps1	298	TP	if (-not (Test-Path -LiteralPath $cqLm1)) { throw "missing $cqLm1 (translate parser_c_quoted.lm2 first)" } || $cqlm1 = [System.IO.File]::ReadAllText((Resolve-L2Path $cqLm1)).Replace("`r`n", "`n") || if ($cqlm1 -notmatch '(?m)^external:' -or $cqlm1 -notmatch '@: Lmx unit 0') { throw "C quoted lm1 missing generated entry" }
run_candidate_indent.ps1	336	TP	if (-not (Test-Path -LiteralPath $pyLm1)) { throw "missing $pyLm1 (translate parser_python_string.lm2 first)" } || $pylm1 = [System.IO.File]::ReadAllText((Resolve-L2Path $pyLm1)).Replace("`r`n", "`n") || if ($pylm1 -notmatch '(?m)^external:' -or $pylm1 -notmatch '@: Lmx unit 0') { throw "Python string lm1 missing generated entry" }
run_candidate_indent.ps1	374	TP	if (-not (Test-Path -LiteralPath $phLm1)) { throw "missing $phLm1 (translate parser_physical_line.lm2 first)" } || $phlm1 = [System.IO.File]::ReadAllText((Resolve-L2Path $phLm1)).Replace("`r`n", "`n") || if ($phlm1 -notmatch '(?m)^external:' -or $phlm1 -notmatch '@: Lmx unit 0') { throw "physical-line lm1 missing generated entry" }
run_candidate_indent.ps1	443	TS	$candHash = (Get-FileHash -Algorithm SHA256 (Resolve-L2Path $candExe)).Hash || $stgPt = "build\l1trans\gen2\printTree.exe" || if (-not (Test-Path -LiteralPath $stgPt)) { throw "missing STG gen2 printTree $stgPt" }
run_candidate_indent.ps1	445	TP	if (-not (Test-Path -LiteralPath $stgPt)) { throw "missing STG gen2 printTree $stgPt" } || $stgHash = (Get-FileHash -Algorithm SHA256 (Resolve-L2Path $stgPt)).Hash || $lm0 = (Resolve-L2Path "..\..\build\lm0\printTree.lm0.exe")
run_candidate_indent.ps1	446	TS	$stgHash = (Get-FileHash -Algorithm SHA256 (Resolve-L2Path $stgPt)).Hash || $lm0 = (Resolve-L2Path "..\..\build\lm0\printTree.lm0.exe") || if (-not (Test-Path -LiteralPath $lm0)) { $lm0 = "C:\Nyasha_Planet\lingvamyxa\build\lm0\printTree.lm0.exe" }
